ID;RK;PICK;CLASS;Height;PLAYER;Min_RecRk;TEAM;CONF;G;ROLE;MIN_PER;PRPG;D_PRPG;BPM;OBPM;DBPM;ORTG;D_RTG;USG;EFG;TS;OR;DR;AST;TO;A_TO;BLK;STL;FTR;FC_40;Dunks;CLOSE2;CLOSE2_PER;FAR 2; FAR2_PER;FT;FT_PER;2P;2P_PER;3P_100;3P;3P_PER;AST;REB;PTS;Dunks_M;Dunks_A;Close2_M;Close2_A;FAR2_M;FAR2_A;FTM;FTA;2PM;2PA;3PM;3PA;Year
539;21.86;-;Sr;06/mar;Mahki Morris;0;Abilene Christian;WAC;32;Combo G;63.7;2.1;2.5;2.3;1.4;0.9;107.9;99.0;20.6;50.2;56.0;2.7;11.4;11.3;13.9;1.2;0.2;3.3;37.4;4.3;02/mar;50-94;.532;33-62;.532;86-102;.843;83-156;.532;8.0;36-117;.308;1.5;2.9;10.8;;;;;;;;;;;;;
540;21.86;-;Sr;06/mar;Cameron Healy;21.2;Central Michigan;MAC;28;Combo G;69.7;1.6;1.3;-1.9;0.6;-2.5;105.0;114.9;18.9;54.9;56.8;0.9;8.1;10.8;15.3;1.0;0.3;1.3;17.3;2.7;0-0;27-46;.587;20-39;.513;35-46;.761;47-85;.553;12.5;66-181;.365;1.4;2.4;11.7;;;;;;;;;;;;;
541;21.87;-;Jr;06/fev;Amari Davis;23.2;Missouri;SEC;31;Wing G;65.3;1.5;2.1;-1.7;-1.2;-0.5;97.8;105.3;18.7;43.8;48.8;3.8;6.6;7.7;14.8;0.8;0.3;1.8;27.7;3.0;02/fev;46-75;.613;48-133;.361;57-69;.826;94-208;.452;2.9;out/41;.244;1.1;2.4;9.0;;;;;;;;;;;;;
542;21.88;-;Fr;06/fev;Chucky Hepburn;75.4;Wisconsin;B10;33;Combo G;77.3;1.3;3.5;1.4;-0.8;2.2;100.1;95.2;15.4;47.2;49.9;0.9;7.3;14.1;14.8;1.9;0.5;2.1;23.7;2.7;01/jan;28-46;.609;25-79;.316;39-56;.696;53-126;.421;6.5;39-110;.355;2.3;2.2;7.9;;;;;;;;;;;;;
543;21.88;-;Fr;06/jan;Kentrell Garnett;0;Louisiana Lafayette;SB;27;Scoring PG;54.0;1.5;1.7;1.0;0.6;0.5;116.4;106.1;12.3;58.6;60.6;1.4;4.9;6.2;16.1;0.9;0.3;2.1;19.4;2.7;0-0;fev/15;.133;jun/21;.286;21-27;.778;ago/36;.222;9.3;49-103;.476;0.7;1.4;6.9;;;;;;;;;;;;;
544;21.89;-;So;06/ago;Jeremiah Oden;0;Wyoming;MWC;33;Stretch 4;65.9;2.0;2.8;3.4;1.9;1.5;113.6;96.3;14.6;58.8;60.8;6.0;13.7;2.7;15.4;0.4;3.3;0.8;27.3;2.3;23-26;60-79;.759;nov/25;.440;37-51;.725;71-104;.683;5.7;26-83;.313;0.4;4.5;7.8;;;;;;;;;;;;;
545;21.89;-;So;06/fev;Tahlik Chavez;0;Charleston Southern;BSth;28;Combo G;76.7;1.8;1.4;-0.5;1.4;-1.9;105.4;114.6;19.0;52.1;53.6;1.5;11.3;15.0;13.3;1.7;0.4;1.8;14.0;2.4;0-0;13-28;.464;16-36;.444;29-40;.725;29-64;.453;14.7;80-222;.360;2.2;3.3;11.7;;;;;;;;;;;;;
546;21.89;-;Sr;06/mar;Dominick Pickett;0;UC Riverside;BW;25;Combo G;79.1;2.2;3.4;2.9;1.0;1.9;106.3;97.9;18.9;55.8;58.2;0.8;13.8;16.1;16.8;1.5;0.1;2.9;16.4;2.7;0-0;27-34;.794;29-55;.527;32-38;.842;56-89;.629;10.6;49-143;.343;2.5;4.2;11.6;;;;;;;;;;;;;
547;21.89;-;Jr;06/jun;Malik Martin;0;Rhode Island;A10;29;Wing F;62.1;1.7;2.7;2.6;2.0;0.6;112.1;97.1;15.2;55.8;58.3;8.5;14.5;7.3;15.9;0.9;3.3;1.4;41.7;1.7;0-0;59-80;.738;jul/23;.304;44-65;.677;66-103;.641;4.1;14-53;.264;1.0;5.4;7.6;;;;;;;;;;;;;
548;21.90;-;Sr;6-0;Kevin Cunningham;0;St. Thomas;Sum;27;Combo G;46.8;0.8;0.5;-3.1;-0.6;-2.5;111.7;119.9;13.6;53.4;53.4;3.0;7.7;8.6;7.8;2.9;0.7;1.8;6.8;4.0;0-0;17-29;.586;02/nov;.182;04/ago;.500;19-40;.475;9.1;29-77;.377;1.1;1.7;5.6;;;;;;;;;;;;;
549;21.90;-;So;06/jun;Terrell Williams;0;Southern;SWAC;29;Wing G;67.2;1.3;2.4;-0.1;-0.3;0.2;107.4;101.9;16.8;53.9;56.5;3.4;13.8;6.9;14.1;0.9;0.8;1.9;27.3;2.9;21-24;57-79;.722;24-67;.358;44-60;.733;81-146;.555;5.3;25-74;.338;1.0;3.6;9.7;;;;;;;;;;;;;
550;21.91;-;Jr;6-0;Joey Reilly;0;Sacred Heart;NEC;28;Scoring PG;41.9;0.6;0.4;-4.6;-1.6;-3.0;107.2;120.7;14.3;51.7;53.2;1.2;4.7;15.4;17.4;2.2;0.2;1.4;9.5;3.3;0-0;nov/19;.579;jul/23;.304;09/nov;.818;18-42;.429;8.8;28-74;.378;1.7;0.9;4.7;;;;;;;;;;;;;
551;21.92;-;So;06/jun;Collin Holloway;0;Georgetown;BE;28;Wing G;57.7;1.6;1.8;-1.6;-0.6;-1.0;99.2;107.2;19.1;50.8;56.1;3.7;8.6;9.5;23.8;0.6;1.1;1.5;43.2;3.8;01/jan;58-101;.574;jul/30;.233;64-82;.780;65-131;.496;4.6;21-59;.356;1.2;2.9;9.2;;;;;;;;;;;;;
552;21.92;-;Jr;06/set;Aaron Wheeler;66.4;St. John's;BE;31;Stretch 4;52.9;2.2;2.4;4.9;3.4;1.5;110.1;95.8;19.7;56.8;57.9;4.2;18.3;11.4;14.8;1.2;4.7;1.3;22.2;4.2;26-31;55-87;.632;20-47;.426;35-54;.648;75-134;.560;8.6;42-109;.385;1.5;4.7;10.0;;;;;;;;;;;;;
553;21.95;-;So;06/fev;Collin Cooper;0;Central Arkansas;ASun;28;Combo G;76.2;0.7;1.1;-4.6;-1.9;-2.7;97.6;117.2;16.7;50.2;52.8;1.1;7.1;13.2;19.9;1.3;0.1;1.4;20.8;3.5;0-0;17-35;.486;set/31;.290;37-49;.755;24-63;.381;10.7;63-173;.364;2.4;2.4;9.9;;;;;;;;;;;;;
554;21.96;-;Jr;06/mai;Caleb Fuller;0;UC Davis;BW;20;Wing G;70.4;1.6;2.9;0.5;0.3;0.2;99.0;100.8;23.1;48.5;53.1;2.3;18.1;14.8;18.4;1.0;1.4;1.1;39.9;3.7;0-0;39-66;.591;15-44;.341;58-79;.734;54-110;.491;8.3;28-88;.318;2.1;5.5;12.1;;;;;;;;;;;;;
555;21.96;-;Fr;06/abr;Nate Heise;0;Northern Iowa;MVC;31;Wing G;75.3;2.2;2.8;2.5;1.3;1.3;114.0;100.8;14.2;56.7;60.8;2.0;17.3;8.0;14.0;1.3;1.6;2.1;49.7;2.5;09/out;49-76;.645;dez/27;.444;66-89;.742;61-103;.592;4.7;27-76;.355;1.3;4.6;8.6;;;;;;;;;;;;;
556;21.97;-;Sr;06/mar;Joey Calcaterra;18.6;San Diego;WCC;28;Wing G;64.4;0.5;2.2;-2.6;-2.1;-0.5;90.2;103.4;19.7;45.4;48.6;1.1;10.6;10.7;19.7;0.8;0.2;1.3;16.4;2.4;0-0;20-31;.645;36-105;.343;32-37;.865;56-136;.412;7.1;31-90;.344;1.4;2.7;8.5;;;;;;;;;;;;;
557;21.99;-;Jr;06/jan;Jameer Nelson Jr.;0;Delaware;CAA;34;Wing G;82.0;2.2;2.8;0.7;0.7;-0.0;101.1;102.8;23.4;50.8;54.4;4.5;13.5;13.2;19.6;0.9;1.0;3.0;27.1;3.1;14-19;87-150;.580;23-73;.315;79-101;.782;110-223;.493;7.9;53-150;.353;2.2;4.9;13.6;;;;;;;;;;;;;
558;22.01;-;Jr;06/fev;Eric Reed Jr.;0;Southeast Missouri S;OVC;28;Combo G;75.2;3.0;1.6;0.3;2.6;-2.3;108.8;113.2;23.3;51.3;56.1;3.5;8.5;11.3;12.9;1.0;0.4;1.8;34.2;2.6;0-0;55-103;.534;26-63;.413;96-118;.814;81-166;.488;11.0;64-179;.358;1.8;3.2;16.1;;;;;;;;;;;;;
559;22.01;-;Jr;06/mai;Jordan Jones;0;Cornell;Ivy;19;Wing G;40.0;1.3;1.3;-2.6;-0.2;-2.3;101.1;108.6;24.6;46.4;49.7;5.9;9.7;12.9;12.1;1.3;1.2;2.0;21.7;4.8;0-0;27-40;.675;ago/23;.348;28-36;.778;35-63;.556;14.6;28-103;.272;1.4;3.0;9.7;;;;;;;;;;;;;
560;22.01;-;Jr;05/out;Carlos Paez;0;Austin Peay;OVC;27;Scoring PG;60.7;0.9;1.7;-1.7;-1.8;0.1;103.2;107.3;15.7;46.5;51.8;3.0;10.3;26.7;23.3;2.2;0.2;2.2;25.4;3.2;0-0;nov/21;.524;dez/32;.375;30-33;.909;23-53;.434;7.0;25-77;.325;3.2;2.6;6.0;;;;;;;;;;;;;
561;22.02;-;Jr;06/jul;Shiloh Robinson;0;Liberty;ASun;30;Wing F;70.8;2.1;2.6;0.8;0.3;0.5;113.1;101.3;17.6;61.6;64.1;5.6;13.2;8.2;19.0;0.8;2.3;1.2;52.5;2.8;19-21;70-109;.642;ago/16;.500;67-95;.705;77-123;.626;4.1;23-58;.397;1.1;4.4;9.5;;;;;;;;;;;;;
562;22.03;-;Jr;06/jul;Spencer Jones;54.2;Stanford;P12;31;Stretch 4;64.4;3.5;2.8;6.4;5.1;1.3;115.6;97.6;20.7;58.2;59.8;7.4;12.7;9.7;15.7;0.8;2.6;2.0;18.1;3.9;01/fev;43-66;.652;31-56;.554;39-52;.750;74-122;.607;11.9;62-165;.376;1.1;4.5;12.0;;;;;;;;;;;;;
563;22.05;-;Jr;6-0;Trey Calvin;0;Wright St.;Horz;33;Scoring PG;81.8;2.8;2.6;1.3;1.4;-0.1;109.5;106.2;21.4;52.6;55.5;2.3;9.1;18.5;16.4;1.6;0.5;2.7;17.9;2.7;0-0;35-75;.467;88-177;.497;61-72;.847;123-251;.490;7.6;59-151;.391;3.3;3.3;14.6;;;;;;;;;;;;;
564;22.05;-;Jr;06/mai;Akrum Ahemed;0;Canisius;MAAC;31;Wing G;50.3;-0.1;1.5;-4.3;-3.6;-0.8;88.7;106.5;16.8;43.6;46.0;1.7;11.4;10.4;17.5;1.1;0.5;1.8;19.9;3.4;0-0;23-37;.622;14-42;.333;23-34;.676;37-79;.468;8.5;25-92;.272;1.1;2.2;5.9;;;;;;;;;;;;;
565;22.06;-;Sr;06/set;Bryce Golden;55.4;Butler;BE;31;Wing F;59.0;1.9;2.1;1.2;1.2;0.0;104.9;101.6;19.2;54.7;56.8;6.2;10.8;6.8;17.4;0.5;1.0;0.7;25.5;3.4;05/mai;56-89;.629;21-52;.404;37-52;.712;77-141;.546;5.3;23-63;.365;0.7;3.6;8.8;;;;;;;;;;;;;
566;22.08;-;So;06/jun;Daniel Foster;0;Nevada;MWC;30;Wing G;48.9;-0.3;1.6;-3.0;-3.5;0.5;89.9;103.6;11.4;36.6;48.1;6.2;9.6;11.5;31.2;1.2;0.8;1.8;78.6;5.1;02/fev;set/23;.391;04/ago;.500;33-44;.750;13-31;.419;2.4;mai/25;.200;1.4;2.8;2.5;;;;;;;;;;;;;
567;22.11;-;Sr;06/abr;Tevin Olison;0;Youngstown St.;Horz;32;Wing G;78.2;2.0;2.1;0.5;1.7;-1.1;105.7;108.4;21.7;52.2;54.9;4.8;12.3;8.8;16.8;0.7;1.5;2.2;20.5;2.9;09/out;53-102;.520;28-63;.444;55-70;.786;81-165;.491;10.6;65-177;.367;1.3;4.4;12.6;;;;;;;;;;;;;
568;22.11;-;Sr;06/abr;Ethan Wright;0;Princeton;Ivy;28;Wing G;82.1;3.3;2.7;2.9;3.4;-0.6;115.1;103.5;20.9;59.7;60.6;3.9;21.3;9.2;13.4;1.0;0.8;1.9;15.1;2.3;04/abr;89-138;.645;jun/18;.333;34-49;.694;95-155;.613;10.6;66-170;.388;1.7;6.9;14.7;;;;;;;;;;;;;
569;22.12;-;Jr;06/jun;Marcus Domask;0;Southern Illinois;MVC;30;Wing G;89.7;3.8;3.6;5.0;4.1;0.9;107.0;98.4;26.1;49.0;54.2;2.7;16.6;25.4;14.9;1.8;1.4;1.5;33.8;1.4;05/mai;73-138;.529;44-107;.411;101-123;.821;117-245;.478;7.0;41-119;.345;3.9;5.2;15.1;;;;;;;;;;;;;
570;22.15;-;Jr;06/jun;Luis Rodriguez;61.2;Mississippi;SEC;32;Wing G;66.6;1.1;3.0;1.8;-0.0;1.8;97.8;95.3;16.8;43.1;45.9;7.2;17.7;12.7;15.7;1.5;1.0;2.9;26.6;3.8;17-19;33-60;.550;ago/42;.190;35-54;.648;41-101;.406;7.1;31-102;.304;1.8;5.5;6.6;;;;;;;;;;;;;
571;22.16;-;Fr;06/abr;Jayden Nunn;0;VCU;A10;31;Combo G;70.0;1.1;3.7;2.5;-0.3;2.7;97.1;90.2;17.4;47.5;52.1;1.7;8.2;11.9;19.1;1.1;1.2;3.0;35.6;2.0;0-0;29-60;.483;27-70;.386;59-78;.756;56-130;.431;5.8;32-89;.360;1.8;2.5;8.6;;;;;;;;;;;;;
572;22.16;-;Jr;06/abr;Tavin Lovan;35.8;UAB;CUSA;32;Wing G;53.5;2.0;2.2;2.5;1.7;0.8;111.9;98.2;18.9;49.8;51.3;6.2;11.3;10.0;8.9;1.9;0.9;2.6;32.1;2.4;10/dez;69-122;.566;41-95;.432;42-72;.583;110-217;.507;0.6;01/jul;.143;1.3;3.5;8.2;;;;;;;;;;;;;
573;22.17;-;Jr;06/fev;Mason Stark;0;Northern Arizona;BSky;29;Wing G;42.1;0.5;1.0;-2.6;-2.0;-0.6;106.0;111.6;14.2;50.0;53.4;1.1;10.7;7.0;12.3;1.2;1.8;1.8;22.0;3.9;0-0;14-26;.538;13-37;.351;22-27;.815;27-63;.429;7.0;23-60;.383;0.6;1.7;5.0;;;;;;;;;;;;;
574;22.19;-;Sr;06/mai;Ryan Burkhardt;0;Southeastern Louisia;Slnd;30;Wing G;68.5;2.0;1.0;-0.7;2.4;-3.1;120.0;116.9;13.8;59.9;62.3;2.7;10.3;6.5;11.1;1.3;0.6;0.7;17.5;1.8;0-0;nov/20;.550;05/dez;.417;32-37;.865;16-32;.500;11.9;74-180;.411;1.0;3.0;9.2;;;;;;;;;;;;;
575;22.19;-;Sr;06/mar;Mikey Howell;0;Bradley;MVC;30;Scoring PG;50.7;0.2;2.2;-0.8;-2.5;1.8;94.0;96.1;15.9;46.0;48.9;1.7;11.9;26.5;30.5;1.9;0.4;2.6;36.6;3.0;0-0;13-27;.481;ago/23;.348;23-37;.622;21-50;.420;4.9;17-51;.333;3.1;2.5;3.9;;;;;;;;;;;;;
576;22.20;-;Fr;06/mai;Jason Roche;39.6;The Citadel;SC;28;Wing G;91.0;1.9;2.0;-1.2;0.7;-1.9;110.6;111.3;14.8;56.2;59.4;1.8;9.7;3.8;11.8;0.7;0.7;0.9;19.0;2.1;0-0;05/set;.556;mai/17;.294;47-52;.904;out/26;.385;13.6;96-248;.387;0.7;4.0;13.2;;;;;;;;;;;;;
577;22.21;-;Fr;06/jul;Ben Burnham;0;College of Charlesto;CAA;32;Stretch 4;49.0;1.4;1.8;1.9;1.6;0.2;108.5;101.4;18.4;53.2;54.6;7.7;16.4;7.9;17.2;0.7;2.5;1.9;21.1;3.6;11/dez;50-73;.685;24-61;.393;28-43;.651;74-133;.556;6.1;23-71;.324;0.8;4.3;7.7;;;;;;;;;;;;;
578;22.21;-;Sr;06/jun;John Meeks;0;College of Charlesto;CAA;27;Wing G;58.5;2.5;2.3;2.3;2.7;-0.4;105.9;103.2;24.6;53.4;57.1;5.0;13.7;16.8;22.6;0.8;0.3;1.9;29.7;2.9;05/jun;53-95;.558;45-92;.489;69-87;.793;98-187;.524;7.6;39-106;.368;2.4;4.7;14.1;;;;;;;;;;;;;
579;22.22;-;So;06/jul;Leo Colimerio;22;Fresno St.;MWC;34;Wing F;59.3;1.8;2.9;2.5;0.2;2.3;119.5;93.5;11.7;62.0;63.3;8.1;15.3;7.2;18.1;1.1;0.8;2.1;27.3;2.9;09/set;54-75;.720;14-24;.583;23-33;.697;66-97;.680;1.8;jun/24;.250;0.9;4.7;5.2;;;;;;;;;;;;;
580;22.22;-;Jr;06/jun;Tyler Robertson;0;Portland;WCC;31;Combo G;87.9;3.2;3.3;3.0;2.2;0.8;107.0;101.5;23.5;48.5;54.7;2.9;15.9;25.7;16.5;1.8;0.9;2.2;34.4;2.5;0-1;54-97;.557;44-123;.358;113-129;.876;98-220;.445;7.8;56-155;.361;4.4;6.2;15.3;;;;;;;;;;;;;
581;22.25;-;So;06/fev;Khaleb Wilson-Rouse;0;Pacific;WCC;28;Wing G;47.9;0.3;1.3;-3.3;-3.0;-0.3;97.9;108.1;14.9;46.5;52.8;1.5;9.5;9.7;17.3;1.2;0.7;1.6;36.0;3.4;01/jan;24-40;.600;ago/30;.267;35-41;.854;32-70;.457;4.7;14-44;.318;1.0;1.6;5.0;;;;;;;;;;;;;
582;22.26;-;So;06/mar;Fred Thatch Jr.;35.6;Saint Louis;A10;33;Wing G;62.6;2.2;3.0;4.2;1.9;2.2;109.3;93.4;19.5;50.8;54.2;7.5;17.1;12.7;16.2;1.2;1.6;2.4;32.9;3.7;06/jun;82-142;.577;19-59;.322;60-83;.723;101-201;.502;3.4;18-51;.353;1.7;5.5;9.3;;;;;;;;;;;;;
583;22.27;-;Sr;6-0;Khalil Shabazz;0;San Francisco;WCC;33;Combo G;75.0;2.9;3.6;3.6;1.6;2.0;105.7;93.2;22.8;47.4;51.0;1.8;10.0;13.2;12.5;1.3;0.0;3.2;19.7;2.9;0-0;40-83;.482;38-97;.392;67-79;.848;78-181;.431;12.6;75-221;.339;2.1;3.2;13.7;;;;;;;;;;;;;
584;22.28;-;Jr;06/mar;DaJuan Gordon;67.6;Missouri;SEC;31;Wing G;59.1;1.1;2.2;-1.2;-0.8;-0.4;92.7;101.4;20.2;48.2;51.0;5.6;13.4;10.4;23.6;0.6;1.2;1.9;21.2;4.6;05/jul;44-86;.512;15-46;.326;35-47;.745;59-132;.447;7.1;32-90;.356;1.2;4.0;8.3;;;;;;;;;;;;;
585;22.28;-;So;06/fev;Justin Hohn;0;UC Irvine;BW;23;Combo G;57.9;1.2;2.6;2.6;0.6;2.0;100.2;95.5;20.4;51.6;53.6;2.5;12.7;19.2;21.5;1.2;0.8;2.7;13.4;2.9;0-0;16-33;.485;32-62;.516;17-21;.810;48-95;.505;7.1;22-62;.355;2.0;2.9;7.9;;;;;;;;;;;;;
586;22.28;-;So;06/jan;Greg Tribble;0;Akron;MAC;31;Combo G;63.3;1.3;2.2;-1.2;-2.0;0.7;104.5;102.8;17.9;46.2;52.4;2.0;10.7;17.2;17.2;1.7;0.8;2.2;60.4;3.5;04/mai;45-89;.506;24-56;.429;72-102;.706;69-145;.476;1.8;jun/24;.250;2.2;2.8;7.2;;;;;;;;;;;;;
587;22.28;-;Sr;06/ago;Noah Gurley;0;Alabama;SEC;33;Stretch 4;44.8;1.3;1.8;1.0;0.2;0.9;101.2;98.2;19.1;53.3;54.6;8.4;12.6;5.9;21.6;0.4;4.3;1.3;29.4;5.7;18-20;53-76;.697;16-33;.485;32-53;.604;69-109;.633;6.5;18-71;.254;0.6;3.5;6.8;;;;;;;;;;;;;
588;22.28;-;Jr;06/abr;Carlos Jurgens;0;Oral Roberts;Sum;27;Wing G;54.4;0.4;1.5;-3.2;-2.2;-1.1;100.3;108.5;15.9;48.0;49.2;2.1;14.4;9.1;13.8;1.5;2.2;1.0;31.6;3.2;04/abr;38-58;.655;14-33;.424;26-48;.542;52-91;.571;5.6;14-61;.230;1.4;3.7;6.6;;;;;;;;;;;;;
589;22.28;-;Jr;06/fev;Tyrece Radford;0;Texas A&M;SEC;39;Wing G;75.2;3.3;3.6;5.9;4.4;1.5;115.9;93.3;17.6;55.9;57.5;8.4;15.2;9.6;14.3;1.1;1.2;2.2;21.9;1.8;06/jun;100-165;.606;20-58;.345;51-74;.689;120-223;.538;5.7;46-115;.400;1.4;6.2;10.8;;;;;;;;;;;;;
590;22.29;-;Jr;06/mai;Antonio Reeves;0;Illinois St.;MVC;31;Wing G;86.4;4.0;2.2;2.4;4.2;-1.8;109.1;109.2;26.9;53.8;57.6;1.9;9.8;11.5;14.9;0.8;1.4;1.6;28.6;2.1;10/out;70-117;.598;82-178;.461;111-136;.816;151-294;.514;9.6;70-182;.385;1.8;3.5;20.1;;;;;;;;;;;;;
591;22.29;-;Jr;06/jun;Zahir Porter;0;Weber St.;BSky;31;Wing G;41.4;0.1;1.4;-2.9;-2.9;0.0;91.9;103.5;18.9;43.5;50.3;1.0;10.4;4.7;16.4;0.6;1.3;2.5;29.9;3.3;03/abr;14-26;.538;20-41;.488;41-44;.932;34-67;.507;8.8;20-80;.250;0.5;1.6;5.8;;;;;;;;;;;;;
592;22.29;-;Fr;06/jul;Filip Skobalj;0;Illinois Chicago;Horz;28;Stretch 4;48.4;0.8;1.1;-1.6;0.2;-1.8;106.4;111.5;16.5;54.9;55.4;5.7;15.0;11.8;17.4;1.3;1.0;1.3;3.3;3.5;0-0;20-29;.690;02/out;.200;04/mai;.800;22-39;.564;11.6;41-113;.363;1.3;3.4;6.2;;;;;;;;;;;;;
593;22.30;-;Jr;06/abr;Chris Austin;0;Portland;WCC;32;Wing G;80.6;2.1;2.4;-0.9;0.5;-1.4;100.1;106.2;23.8;48.4;53.0;2.7;12.5;13.4;15.2;1.0;1.1;0.7;33.3;2.9;04/abr;65-113;.575;52-132;.394;98-126;.778;117-245;.478;7.3;44-133;.331;1.9;4.3;14.4;;;;;;;;;;;;;
594;22.31;-;So;06/abr;Davonte Davis;78.6;Arkansas;SEC;37;Combo G;68.7;1.5;3.2;1.2;-0.7;1.9;99.1;93.3;18.1;46.6;50.2;4.5;10.3;18.4;20.0;1.5;0.0;1.9;30.8;3.7;07/ago;60-93;.645;34-99;.343;58-82;.707;94-192;.490;4.0;20-74;.270;2.8;3.7;8.3;;;;;;;;;;;;;
595;22.33;-;Sr;6-0;Nick Hopkins;0;Siena;MAAC;28;Combo G;60.8;1.3;2.1;1.9;0.5;1.3;106.8;103.5;16.3;52.8;54.3;2.4;8.7;9.7;12.8;1.3;0.4;3.5;11.4;2.0;0-0;jul/14;.500;23-55;.418;17-22;.773;30-69;.435;10.4;48-124;.387;1.2;2.4;7.9;;;;;;;;;;;;;
596;22.34;-;Sr;06/mar;Sarju Patel;0;Cornell;Ivy;24;Wing G;56.9;1.9;1.5;0.7;2.8;-2.1;114.8;108.8;18.2;57.1;58.0;4.8;12.1;8.1;9.3;1.4;0.2;1.3;29.5;1.7;0-0;41-69;.594;07/dez;.583;32-52;.615;48-81;.593;9.5;35-95;.368;1.0;3.5;9.5;;;;;;;;;;;;;
597;22.34;-;Sr;06/abr;Drew Cobb;0;Long Beach St.;BW;26;Wing G;47.9;0.1;1.8;-0.6;-0.9;0.3;97.2;104.4;12.2;38.5;45.1;5.1;10.4;10.9;16.9;1.7;0.4;2.1;46.9;1.4;0-0;17-37;.459;mai/26;.192;32-45;.711;22-63;.349;3.1;out/33;.303;1.5;3.2;4.0;;;;;;;;;;;;;
598;22.36;-;Sr;06/nov;Jacob Tryon;0;Samford;SC;29;PF/C;43.5;0.6;1.5;1.1;-1.1;2.1;107.8;102.4;13.6;55.3;55.8;6.0;15.4;8.6;19.2;0.9;7.4;1.7;16.3;5.0;02/fev;26-29;.897;dez/21;.571;out/17;.588;38-50;.760;6.1;13-54;.241;0.9;3.6;4.8;;;;;;;;;;;;;
599;22.36;-;Sr;06/fev;Jaelin Llewellyn;80.4;Princeton;Ivy;26;Wing G;77.4;3.0;2.2;0.2;2.4;-2.3;106.7;108.4;25.3;52.7;54.1;3.8;11.3;13.1;13.1;1.4;0.4;1.2;15.2;1.9;02/fev;80-152;.526;21-54;.389;39-56;.696;101-206;.490;10.7;62-162;.383;2.5;4.1;15.7;;;;;;;;;;;;;
600;22.37;-;So;06/jun;Omer Croskey;0;South Carolina St.;MEAC;26;Wing G;58.0;0.3;1.7;-2.8;-1.8;-1.0;93.7;108.1;18.3;47.9;49.8;3.5;12.3;7.2;21.3;0.5;0.9;1.4;17.9;3.9;01/jan;28-55;.509;nov/30;.367;26-38;.684;37-82;.451;10.8;43-130;.331;0.9;3.9;8.6;;;;;;;;;;;;;
601;22.37;-;Sr;06/fev;Brevin Galloway;0;Boston College;ACC;25;Combo G;46.3;0.5;2.3;-1.4;-1.3;-0.0;86.9;100.1;21.5;40.2;42.2;0.4;7.2;11.9;14.1;1.2;0.8;2.8;11.1;2.1;0-0;16-34;.471;dez/28;.429;20-26;.769;28-62;.452;16.8;44-172;.256;1.4;1.5;8.3;;;;;;;;;;;;;
602;22.37;-;Sr;06/jan;R.J. Cole;4.4;Connecticut;BE;33;Scoring PG;82.2;4.8;3.4;5.4;4.5;0.9;115.5;97.2;24.3;48.4;53.6;2.3;9.0;24.9;14.1;2.2;0.2;1.9;29.7;2.7;0-0;55-103;.534;63-150;.420;109-127;.858;118-253;.466;9.5;59-174;.339;4.1;3.4;15.8;;;;;;;;;;;;;
603;22.39;-;Sr;06/abr;Montez Mathis;73.2;St. John's;BE;32;Wing G;60.7;1.2;2.4;-0.6;-1.0;0.4;98.4;98.8;18.4;44.9;47.3;4.5;10.2;12.6;14.2;1.6;0.8;2.3;28.2;3.7;16-19;73-147;.497;16-45;.356;43-69;.623;89-192;.464;3.6;14-53;.264;1.9;3.4;8.2;;;;;;;;;;;;;
604;22.41;-;Jr;05/ago;Messiah Thompson;0;Campbell;BSth;26;Combo G;59.2;1.0;1.7;-2.6;-1.3;-1.2;97.1;107.0;20.9;48.4;50.4;1.3;7.8;17.2;15.1;1.5;0.2;1.7;13.7;3.0;0-0;28-39;.718;13-48;.271;20-26;.769;41-87;.471;10.5;34-103;.330;2.0;1.9;8.1;;;;;;;;;;;;;
605;22.41;-;Jr;06/jun;Teddy Allen;50.6;New Mexico St.;WAC;31;Wing G;85.1;4.5;3.9;4.9;3.8;1.0;109.6;94.6;28.6;50.7;56.9;3.7;18.2;15.9;17.2;0.9;0.6;2.0;36.9;2.8;08/ago;77-127;.606;53-125;.424;148-168;.881;130-252;.516;11.3;67-203;.330;2.5;6.7;19.7;;;;;;;;;;;;;
606;22.41;-;Jr;06/mai;Quirin Emanga;0;Northeastern;CAA;29;Wing G;42.9;-0.4;1.3;-3.4;-3.3;-0.1;90.6;106.4;11.6;51.4;54.3;2.7;7.9;7.7;28.8;0.7;2.5;1.0;32.4;3.0;0-0;14-21;.667;06/nov;.545;16-23;.696;20-32;.625;4.5;nov/39;.282;0.7;1.5;3.1;;;;;;;;;;;;;
607;22.41;-;Jr;06/abr;Zach Scott;34.6;McNeese St.;Slnd;28;Combo G;65.7;1.9;1.5;0.2;1.3;-1.1;114.9;111.3;16.4;53.2;57.8;1.0;12.2;7.4;14.4;1.0;0.1;2.2;25.4;2.5;0-0;14-42;.333;20-45;.444;55-60;.917;34-87;.391;10.4;61-149;.409;1.1;3.2;10.9;;;;;;;;;;;;;
608;22.43;-;Jr;06/jul;Chase Claxton;0;Winthrop;BSth;28;PF/C;54.6;0.5;1.8;0.5;-0.6;1.1;109.7;104.8;9.3;53.7;55.5;6.6;11.7;4.8;17.4;1.1;4.1;1.5;64.2;3.6;17-19;33-50;.660;0-2;.000;25-43;.581;33-52;.635;1.4;fev/15;.133;0.7;3.8;3.9;;;;;;;;;;;;;
