ID;RK;PICK;CLASS;Height;PLAYER;Min_RecRk;TEAM;CONF;G;ROLE;MIN_PER;PRPG;D_PRPG;BPM;OBPM;DBPM;ORTG;D_RTG;USG;EFG;TS;OR;DR;AST;TO;A_TO;BLK;STL;FTR;FC_40;Dunks;CLOSE2;CLOSE2_PER;FAR 2; FAR2_PER;FT;FT_PER;2P;2P_PER;3P_100;3P;3P_PER;AST;REB;PTS;Dunks_M;Dunks_A;Close2_M;Close2_A;FAR2_M;FAR2_A;FTM;FTA;2PM;2PA;3PM;3PA;Year
1573;30.46;-;Sr;06/jul;Savion Flagg;89;Sam Houston St.;WAC;30;Wing F;84.8;3.3;3.5;4.9;4.9;0.1;100.7;97.6;30.2;50.4;51.0;7.1;21.1;16.5;14.7;0.9;1.3;1.7;27.5;2.1;23-27;97-156;.622;43-130;.331;69-132;.523;140-286;.490;11.5;68-194;.351;2.2;8.2;18.6;;;;;;;;;;;;;
1574;30.46;-;Sr;06/jun;Thomas Bell;0;North Texas;CUSA;30;PF/C;77.6;2.5;4.0;3.0;0.9;2.1;98.0;89.9;28.7;50.0;51.6;9.8;18.8;20.7;21.8;0.9;3.4;1.8;51.0;4.0;06/nov;87-134;.649;29-89;.326;83-150;.553;117-224;.522;4.9;20-70;.286;2.7;7.1;12.5;;;;;;;;;;;;;
1575;30.47;-;So;06/ago;Kevin Cross;5.2;Tulane;Amer;28;PF/C;66.7;3.7;3.0;5.9;3.7;2.3;108.0;95.8;27.6;53.6;58.4;4.0;23.1;29.0;17.9;1.5;4.1;1.8;40.9;4.3;24-25;93-134;.694;43-113;.381;90-114;.789;136-247;.551;2.4;set/32;.281;3.6;6.8;13.9;;;;;;;;;;;;;
1576;30.47;-;So;06/abr;Kylen Milton;0;Arkansas Pine Bluff;SWAC;26;Wing G;64.4;1.4;0.7;-4.1;-0.2;-3.9;94.9;119.9;23.4;45.8;50.5;2.4;10.5;11.1;15.9;0.9;0.9;2.1;43.1;3.2;10/out;40-67;.597;16-56;.286;76-109;.697;56-123;.455;10.1;40-130;.308;1.5;3.1;12.0;;;;;;;;;;;;;
1577;30.48;-;So;06/ago;Alex Holt;0;High Point;BSth;29;C;42.7;1.0;1.3;-0.3;0.3;-0.6;105.5;104.7;18.7;61.1;58.1;9.6;12.4;4.9;16.7;0.4;3.6;1.5;41.2;3.3;11/nov;62-87;.713;18-44;.409;22-54;.407;80-131;.611;0.0;0-0;.000;0.4;3.6;6.7;;;;;;;;;;;;;
1578;30.50;-;Jr;06/set;Jalen Graham;66.4;Arizona St.;P12;29;C;54.1;1.6;2.9;2.4;-0.3;2.7;92.9;90.8;25.8;48.8;49.6;5.5;15.4;16.9;17.4;1.0;4.7;2.0;28.2;5.0;13-15;52-86;.605;71-151;.470;38-72;.528;123-237;.519;1.6;jan/18;.056;1.7;4.6;9.9;;;;;;;;;;;;;
1579;30.50;-;So;06/set;Jabari Walker;69;Colorado;P12;33;PF/C;69.8;3.3;3.7;4.7;3.3;1.4;106.7;89.7;27.0;51.3;57.0;8.9;29.3;10.0;17.8;0.5;2.6;1.5;46.7;3.6;26-27;101-178;.567;23-65;.354;127-162;.784;124-243;.510;6.6;36-104;.346;1.2;9.4;14.6;;;;;;;;;;;;;
1580;30.51;-;Jr;06/jul;Charles Thompson;0;Towson;CAA;34;PF/C;66.6;3.2;2.9;5.6;3.7;1.9;121.3;95.6;19.7;60.4;61.2;12.0;18.0;10.2;14.5;1.0;7.4;1.5;33.1;3.5;20-25;98-148;.662;59-111;.532;54-86;.628;157-259;.606;0.1;0-1;.000;1.3;6.7;10.8;;;;;;;;;;;;;
1581;30.52;-;Sr;06/jun;Jeremiah Bailey;0;Pacific;WCC;27;Wing F;65.8;1.2;2.4;-0.2;-0.6;0.4;95.0;101.9;23.3;49.4;52.5;5.2;21.6;9.0;17.7;0.5;1.7;2.7;45.7;4.4;05/jun;48-89;.539;15-51;.294;68-107;.636;63-140;.450;7.3;35-94;.372;1.1;6.0;11.3;;;;;;;;;;;;;
1582;30.53;-;Jr;6-0;Garrett Hicks;0;Alabama A&M;SWAC;28;Combo G;81.9;0.8;3.2;-0.3;-1.3;1.0;92.9;101.8;21.8;44.9;47.8;1.6;9.7;7.2;14.5;0.5;0.4;3.2;19.5;2.0;01/jan;32-70;.457;39-126;.310;55-73;.753;71-193;.368;10.7;65-182;.357;1.0;3.8;14.0;;;;;;;;;;;;;
1583;30.53;-;Jr;06/out;Jalen Thomas;51.8;Georgia St.;SB;25;PF/C;61.5;0.7;2.7;-1.1;-2.7;1.6;96.5;96.6;17.4;44.5;47.4;8.8;17.0;3.3;15.7;0.5;7.2;2.4;21.4;5.0;04/mai;26-42;.619;52-133;.391;28-39;.718;78-175;.446;0.6;02/jul;.286;0.6;6.2;7.9;;;;;;;;;;;;;
1584;30.54;-;Jr;06/ago;Race Thompson;73.8;Indiana;B10;35;Wing F;70.5;2.9;3.9;6.4;3.5;2.9;111.3;87.9;19.9;56.1;57.7;8.4;21.7;10.4;14.3;1.0;2.8;2.2;30.4;3.1;40-42;95-136;.699;47-102;.461;58-89;.652;142-238;.597;3.2;15-55;.273;1.4;7.5;11.1;;;;;;;;;;;;;
1585;30.55;-;Sr;06/ago;Lagio Grantsaan;0;Morgan St.;MEAC;23;PF/C;61.8;1.2;1.9;-1.3;-0.6;-0.7;98.2;106.2;21.5;49.2;53.0;7.8;17.9;10.6;20.6;0.6;2.5;1.3;41.6;4.3;09/set;53-88;.602;27-63;.429;54-79;.684;77-148;.520;3.8;nov/42;.262;1.3;6.0;10.5;;;;;;;;;;;;;
1586;30.57;-;Jr;06/out;Jacco Fritz;0;Canisius;MAAC;28;Wing F;56.8;2.2;1.9;1.4;1.2;0.1;117.2;106.1;15.9;57.2;61.0;7.9;16.1;17.8;17.9;1.8;2.0;1.1;52.2;3.4;08/set;61-95;.642;jun/17;.353;52-72;.722;67-112;.598;2.1;ago/26;.308;2.3;5.3;7.3;;;;;;;;;;;;;
1587;30.58;-;Sr;06/ago;Parker Hazen;0;Lipscomb;ASun;30;Wing F;68.8;1.1;1.7;-2.7;-1.5;-1.2;100.9;109.8;17.7;58.9;60.3;5.2;15.8;9.4;23.3;0.8;1.4;1.2;57.5;3.1;28-30;79-121;.653;mai/16;.313;62-100;.620;83-135;.615;2.7;13-39;.333;1.5;5.4;8.8;;;;;;;;;;;;;
1588;30.59;-;So;06/abr;Joseph Octave;0;Air Force;MWC;24;Wing G;42.2;1.0;1.7;-1.0;-0.2;-0.8;93.6;102.8;25.3;50.6;52.0;4.8;16.2;10.3;15.2;0.6;0.5;2.6;27.0;3.2;09/out;52-93;.559;dez/38;.316;28-47;.596;64-130;.492;5.7;16-44;.364;0.8;3.2;8.5;;;;;;;;;;;;;
1589;30.60;-;So;6-0;Ques Glover;18.8;Samford;SC;26;Pure PG;71.3;4.5;2.2;2.1;4.0;-1.8;111.3;107.7;32.4;51.1;55.7;2.1;7.5;34.3;15.6;1.6;0.2;2.0;34.5;2.6;01/jan;62-101;.614;96-199;.482;110-138;.797;158-300;.527;6.9;31-100;.310;4.4;2.8;19.2;;;;;;;;;;;;;
1590;30.60;-;Sr;06/jul;Darius Days;87.8;LSU;SEC;33;Stretch 4;71.8;3.5;4.5;6.9;4.6;2.3;112.7;83.2;21.1;52.5;54.5;7.8;21.7;6.2;11.5;0.7;1.3;3.0;21.2;3.4;07/jul;65-109;.596;30-72;.417;56-80;.700;95-181;.525;11.4;69-197;.350;0.9;7.8;13.7;;;;;;;;;;;;;
1591;30.60;-;Jr;06/mai;Da'Shawn Phillip;0;Maryland Eastern Sho;MEAC;23;Combo G;74.1;0.2;2.7;-2.1;-2.7;0.6;88.0;101.9;20.4;45.0;46.7;2.6;15.3;23.1;22.7;1.3;0.7;3.2;23.6;2.5;05/mai;38-64;.594;23-59;.390;29-49;.592;59-118;.500;7.2;23-90;.256;3.1;4.5;9.3;;;;;;;;;;;;;
1592;30.63;-;Sr;06/jun;Daeqwon Plowden;0;Bowling Green;MAC;29;Stretch 4;77.5;2.5;1.8;-0.0;2.3;-2.4;105.5;111.0;24.9;46.1;51.8;7.8;15.6;6.5;12.9;0.6;4.4;1.7;38.0;2.8;nov/14;78-144;.542;37-119;.311;113-143;.790;115-263;.437;6.7;39-113;.345;1.1;6.8;15.7;;;;;;;;;;;;;
1593;30.66;-;Sr;06/set;Eric Curry;77.4;Minnesota;B10;26;PF/C;59.6;1.1;2.9;0.4;-1.3;1.7;92.2;97.2;20.2;41.5;45.0;4.7;19.9;13.8;13.4;1.6;2.8;2.0;24.6;3.7;0-2;28-47;.596;53-140;.379;35-49;.714;81-187;.433;1.0;01/dez;.083;1.9;5.8;7.7;;;;;;;;;;;;;
1594;30.67;-;Jr;05/ago;Markquis Nowell;55;Kansas St.;B12;27;Pure PG;65.7;3.2;3.6;5.5;2.6;2.9;101.3;92.8;26.3;46.0;50.9;1.5;11.9;35.9;18.9;2.0;0.1;4.3;28.3;3.2;0-0;57-109;.523;dez/41;.293;68-82;.829;69-150;.460;10.1;43-140;.307;5.0;3.4;12.4;;;;;;;;;;;;;
1595;30.68;-;So;06/abr;Randy Tucker;0;Green Bay;Horz;29;Stretch 4;43.4;-0.8;0.9;-6.7;-4.5;-2.2;80.5;112.0;15.1;34.8;36.9;4.4;13.7;7.4;13.8;1.2;1.1;1.1;11.5;3.3;0-0;06/out;.600;14-37;.378;out/14;.714;20-47;.426;9.2;15-75;.200;0.7;2.3;3.4;;;;;;;;;;;;;
1596;30.71;-;Sr;06/mai;Torrey Patton;0;Cleveland St.;Horz;29;Wing G;73.0;1.9;2.6;0.3;1.0;-0.7;98.1;102.0;28.1;48.5;52.0;6.3;18.1;23.5;22.8;1.1;0.7;2.8;39.6;2.4;03/mar;99-171;.579;23-72;.319;86-128;.672;122-243;.502;5.4;23-80;.287;3.4;6.2;13.7;;;;;;;;;;;;;
1597;30.71;-;Sr;7-0;Nysier Brooks;57.6;Mississippi;SEC;32;C;72.1;2.7;3.2;2.8;1.4;1.4;110.0;95.0;18.2;58.1;60.3;10.9;19.2;5.6;19.0;0.5;4.8;1.9;37.4;3.6;49-55;94-132;.712;35-86;.407;57-83;.687;129-218;.592;0.3;0-4;.000;0.8;7.3;9.8;;;;;;;;;;;;;
1598;30.72;-;Jr;06/mai;Raymond Bethea Jr.;0;Hampton;BSth;26;Wing F;46.3;0.2;1.3;-4.1;-2.5;-1.6;93.1;107.9;17.2;43.5;47.7;6.9;13.7;6.1;15.2;0.6;1.3;0.6;38.8;3.8;02/fev;39-70;.557;abr/15;.267;30-45;.667;43-85;.506;3.7;mai/31;.161;0.5;3.8;5.6;;;;;;;;;;;;;
1599;30.74;-;Sr;06/jul;Richard Njoku;0;Navy;Pat;30;PF/C;45.6;0.7;2.1;-1.1;-2.7;1.5;101.4;95.9;18.8;58.6;56.4;9.0;15.0;9.8;21.3;0.6;5.2;1.0;43.6;5.5;18-20;57-83;.687;21-50;.420;25-58;.431;78-133;.586;0.0;0-0;.000;0.8;3.8;6.0;;;;;;;;;;;;;
1600;30.74;-;Jr;06/mai;DeAndre Gholston;0;Milwaukee;Horz;30;Wing G;79.0;1.3;1.9;-3.3;-0.8;-2.5;92.6;110.9;26.6;42.9;47.0;2.3;11.8;15.2;14.7;1.0;0.6;1.2;24.4;2.6;04/mai;39-90;.433;54-150;.360;78-100;.780;93-240;.388;10.2;55-169;.325;2.1;4.4;14.3;;;;;;;;;;;;;
1601;30.74;-;So;06/set;Bernardo Da Silva;0;Hawaii;BW;21;C;51.3;2.3;2.6;3.1;1.1;2.0;115.6;97.7;18.6;52.5;56.8;7.3;21.8;9.3;11.1;1.0;3.3;1.3;41.8;3.8;04/mai;43-70;.614;31-71;.437;44-59;.746;74-141;.525;0.0;0-0;.000;1.0;6.3;9.5;;;;;;;;;;;;;
1602;30.74;-;So;06/fev;Colin Smalls;0;American;Pat;31;Combo G;77.7;0.7;1.4;-5.3;-3.0;-2.3;95.6;114.6;20.1;49.3;52.4;1.3;9.0;13.5;19.1;1.0;0.0;2.1;25.1;2.2;02/fev;70-114;.614;44-109;.404;53-71;.746;114-223;.511;3.6;17-60;.283;2.1;2.6;10.7;;;;;;;;;;;;;
1603;30.75;-;Sr;06/jan;Tyler Maye;43.4;North Carolina A&T;BSth;28;Wing G;52.8;1.2;1.2;-1.9;0.3;-2.2;103.9;111.2;19.2;45.8;50.0;8.2;7.9;4.9;11.0;0.9;0.6;1.6;26.6;1.9;0-0;45-83;.542;43-108;.398;40-51;.784;88-191;.461;0.1;0-1;.000;0.6;3.3;8.1;;;;;;;;;;;;;
1604;30.75;-;Sr;06/mar;Dylan Penn;0;Bellarmine;ASun;29;Scoring PG;87.6;3.6;2.1;0.5;2.3;-1.8;101.8;109.8;31.7;50.4;52.7;2.8;11.8;31.5;17.2;1.7;1.8;1.9;20.6;1.9;04/abr;86-146;.589;110-227;.485;64-88;.727;196-373;.525;3.4;13-55;.236;5.0;4.2;16.6;;;;;;;;;;;;;
1605;30.76;-;Sr;06/abr;D'Moi Hodge;0;Cleveland St.;Horz;29;Combo G;71.0;3.1;2.6;5.5;3.9;1.5;115.9;101.1;22.9;56.3;58.9;3.3;9.4;9.8;11.8;1.0;2.8;4.4;26.9;3.7;nov/13;94-135;.696;13-34;.382;69-92;.750;107-169;.633;12.0;57-173;.329;1.4;3.1;15.4;;;;;;;;;;;;;
1606;30.76;-;Jr;06/abr;Trevon Reddish;0;Presbyterian;BSth;29;Wing G;72.3;0.7;2.2;-3.6;-3.0;-0.6;92.9;105.8;20.3;49.5;53.2;4.8;14.0;19.5;27.7;1.0;1.4;1.6;62.5;4.4;02/mar;52-91;.571;28-69;.406;72-115;.626;79-159;.497;1.8;ago/25;.320;2.8;4.2;8.8;;;;;;;;;;;;;
1607;30.79;-;Jr;06/jul;Jaime Jaquez Jr.;82.6;UCLA;P12;34;Wing G;72.9;4.1;3.8;7.7;5.4;2.3;113.6;91.4;23.8;50.0;54.4;6.3;15.6;15.1;11.5;1.7;1.3;2.3;36.1;2.0;07/ago;84-145;.579;70-150;.467;102-134;.761;154-295;.522;4.4;21-76;.276;2.4;5.7;13.9;;;;;;;;;;;;;
1608;30.79;-;Jr;06/out;Simeon Kirkland;0;New Orleans;Slnd;29;C;58.0;1.1;1.9;-0.4;-0.2;-0.2;107.1;103.6;18.0;56.8;58.2;8.4;17.2;8.4;17.8;0.8;3.2;1.6;49.7;4.2;07/jul;64-102;.627;32-66;.485;51-84;.607;96-168;.571;0.1;0-1;.000;1.1;5.3;8.1;;;;;;;;;;;;;
1609;30.81;-;Sr;06/mai;Dimencio Vaughn;19.2;Rider;MAAC;32;Wing G;77.6;1.5;3.3;1.6;0.3;1.3;97.4;97.1;22.8;46.0;50.4;7.0;19.2;8.4;17.1;0.6;2.8;3.6;33.8;3.4;01/jun;95-167;.569;24-88;.273;85-115;.739;119-255;.467;5.0;25-85;.294;1.2;7.5;12.5;;;;;;;;;;;;;
1610;30.81;-;Sr;06/jan;Kashawn Charles;0;Eastern Illinois;OVC;25;Combo G;57.0;-0.0;1.4;-3.5;-1.9;-1.7;85.5;112.0;20.8;47.1;49.1;1.7;8.8;14.8;20.1;0.8;1.1;2.3;11.1;1.9;0-0;17-34;.500;16-49;.327;19-23;.826;33-83;.398;11.2;43-124;.347;1.4;2.3;8.9;;;;;;;;;;;;;
1611;30.82;-;Sr;06/jul;Ralph Bissainthe;0;Central Michigan;MAC;27;Wing F;70.1;0.3;2.3;-2.0;-1.8;-0.2;91.5;105.7;18.7;47.4;50.0;4.7;18.7;7.5;19.8;0.6;3.1;2.5;42.1;3.8;11/nov;41-81;.506;14-43;.326;54-90;.600;55-124;.444;6.2;31-90;.344;1.1;6.4;9.5;;;;;;;;;;;;;
1612;30.83;-;Sr;06/abr;Marques Wilson;63.2;Lehigh;Pat;25;Combo G;45.8;0.4;1.4;-3.4;-2.3;-1.2;90.8;109.2;22.3;45.5;49.3;4.1;11.3;16.2;21.3;1.0;1.0;2.4;30.1;3.0;0-1;22-45;.489;16-45;.356;36-50;.720;38-90;.422;7.8;25-76;.329;1.9;3.0;7.5;;;;;;;;;;;;;
1613;30.85;-;Sr;06/fev;Cameron Parker;0;Montana;BSky;29;Scoring PG;57.9;1.9;1.6;1.1;2.4;-1.2;108.5;107.9;24.3;55.5;61.3;0.6;13.8;35.3;21.4;2.2;0.2;1.5;50.0;1.6;0-0;71-108;.657;jun/30;.200;74-91;.813;77-138;.558;3.9;16-44;.364;4.5;3.0;9.1;;;;;;;;;;;;;
1614;30.85;-;Jr;06/nov;Joel Soriano;20.8;St. John's;BE;30;C;44.0;1.8;2.1;2.8;0.4;2.4;115.6;94.7;16.1;56.9;59.8;10.0;20.7;9.5;17.1;1.1;9.8;0.3;35.0;5.5;31-35;59-90;.656;19-47;.404;35-48;.729;78-137;.569;0.0;0-0;.000;1.1;5.5;6.4;;;;;;;;;;;;;
1615;30.85;-;Sr;06/jul;Victor Enoh;41.6;Marist;MAAC;28;PF/C;42.6;-0.0;1.5;-3.5;-3.6;0.0;99.0;103.4;11.7;50.0;51.9;11.8;16.5;3.0;25.6;0.3;3.9;1.0;55.2;5.1;04/abr;21-44;.477;ago/14;.571;18-32;.563;29-58;.500;0.0;0-0;.000;0.3;4.5;2.7;;;;;;;;;;;;;
1616;30.87;-;Jr;6-0;Nigel Scantlebury;0;Central Connecticut;NEC;29;Scoring PG;68.9;2.3;1.5;-0.2;1.7;-1.9;104.6;113.2;25.4;49.8;56.0;2.1;10.8;29.0;19.8;1.4;0.5;1.9;37.3;2.5;0-0;44-100;.440;34-84;.405;95-110;.864;78-184;.424;7.5;46-111;.414;3.5;3.3;13.4;;;;;;;;;;;;;
1617;30.88;-;So;06/mar;Nicolas Elame;0;UT Arlington;SB;23;Combo G;45.8;0.9;2.0;-0.0;-1.0;1.0;93.8;100.9;21.4;46.2;47.1;6.1;11.7;13.8;16.0;1.1;0.0;3.9;23.7;3.7;04/abr;29-58;.500;28-65;.431;21-40;.525;57-123;.463;5.4;14-46;.304;1.4;3.4;8.2;;;;;;;;;;;;;
1618;30.90;-;So;06/abr;A.J. Hoggard;85.8;Michigan St.;B10;36;Pure PG;50.5;1.9;2.2;2.7;2.0;0.7;101.0;96.5;25.7;45.5;48.6;2.3;10.2;46.1;22.4;2.5;2.4;2.0;36.7;3.3;01/jan;72-120;.600;18-69;.261;51-81;.630;90-189;.476;2.6;jul/32;.219;4.8;2.3;7.0;;;;;;;;;;;;;
1619;30.90;-;Jr;06/jul;Madut Akec;47.8;Detroit;Horz;23;Wing F;59.3;2.8;2.2;1.9;2.4;-0.4;112.3;106.5;22.1;55.3;58.6;8.8;21.2;7.6;16.2;0.6;1.5;2.9;27.5;3.3;10/dez;63-97;.649;23-61;.377;48-60;.800;86-158;.544;5.4;23-60;.383;1.0;7.0;12.7;;;;;;;;;;;;;
1620;30.90;-;So;06/mar;Josh Morgan;0;Incarnate Word;Slnd;24;Wing G;66.0;1.0;0.8;-5.8;-1.6;-4.2;97.3;120.3;20.0;46.7;50.9;2.6;8.0;9.4;14.3;0.8;0.1;0.8;31.9;2.6;0-0;29-56;.518;15-55;.273;54-72;.750;44-111;.396;8.9;41-115;.357;1.3;2.7;11.9;;;;;;;;;;;;;
1621;30.91;-;Sr;06/ago;Greg Calixte;0;Bryant;NEC;30;C;46.6;1.0;1.6;-0.1;-1.1;1.0;113.1;103.0;14.4;67.5;64.3;10.2;16.2;4.5;21.0;0.4;6.2;1.4;38.5;5.4;19-23;71-102;.696;ago/14;.571;20-45;.444;79-116;.681;0.1;0-1;.000;0.5;5.1;6.2;;;;;;;;;;;;;
1622;30.91;-;So;06/jun;Trey Robinson;0;Northern Kentucky;Horz;29;Wing G;41.3;-0.5;1.9;-0.7;-3.6;2.9;85.2;95.9;15.4;44.5;45.3;5.3;16.6;7.2;26.9;0.7;2.9;4.6;15.5;3.4;04/jun;24-40;.600;abr/21;.190;set/17;.529;28-61;.459;6.0;14-49;.286;0.7;3.2;3.9;;;;;;;;;;;;;
1623;30.91;-;Sr;06/fev;Aaron Cook;0;Georgia;SEC;31;Pure PG;77.9;1.6;2.0;-2.2;-0.5;-1.8;90.1;109.2;23.7;43.1;46.4;0.9;8.8;34.9;23.5;1.7;0.8;2.4;25.0;2.4;05/ago;62-108;.574;26-94;.277;55-78;.705;88-202;.436;6.3;31-110;.282;5.4;2.7;10.5;;;;;;;;;;;;;
1624;30.91;-;Sr;06/mai;Peter Kiss;0;Bryant;NEC;27;Combo G;77.1;4.0;2.6;3.2;4.0;-0.8;103.5;105.9;34.7;50.2;54.5;4.3;12.0;22.1;18.6;0.8;0.8;2.6;32.6;2.4;33-37;143-220;.650;53-150;.353;138-176;.784;196-371;.528;9.6;50-169;.296;3.2;5.8;25.2;;;;;;;;;;;;;
1625;30.92;-;Jr;06/mar;Xander Rice;0;Bucknell;Pat;32;Scoring PG;79.5;2.5;1.0;-1.8;1.0;-2.8;107.6;118.7;23.1;47.9;55.8;2.0;6.9;23.5;16.6;1.8;0.3;2.3;44.7;2.5;0-0;40-99;.404;33-92;.359;122-138;.884;73-191;.382;6.6;50-118;.424;3.9;2.4;13.1;;;;;;;;;;;;;
1626;30.94;-;So;6-0;Trey Bonham;0;VMI;SC;27;Scoring PG;65.0;3.5;2.0;1.0;1.7;-0.8;112.5;107.2;27.1;52.3;58.4;3.5;13.8;28.5;17.4;1.9;0.5;2.7;44.4;4.0;0-0;81-139;.583;16-42;.381;98-118;.831;97-181;.536;6.5;28-85;.329;4.0;4.3;13.5;;;;;;;;;;;;;
1627;30.94;-;Sr;6-0;Robert ''RJ'' Glasper;0;Incarnate Word;Slnd;28;Combo G;79.7;2.2;1.0;-2.8;1.1;-3.9;100.2;118.6;26.4;47.7;51.9;1.9;10.3;17.8;13.8;1.1;0.0;1.5;18.9;1.6;0-0;32-65;.492;68-161;.422;69-73;.945;100-226;.442;10.3;56-160;.350;2.5;3.3;15.5;;;;;;;;;;;;;
1628;30.95;-;So;05/nov;Ezra Manjon;0;UC Davis;BW;22;Combo G;85.5;2.0;2.8;-1.3;-0.2;-1.0;94.6;104.2;28.6;43.5;46.9;2.8;9.2;23.1;14.9;1.3;1.2;1.5;24.3;2.4;01/fev;67-118;.568;64-173;.370;58-80;.725;131-291;.450;3.0;ago/38;.211;3.4;3.6;15.0;;;;;;;;;;;;;
1629;30.97;-;Sr;06/mai;Arkel Lamar;0;UMKC;Sum;19;Wing F;50.6;1.7;2.9;1.7;1.1;0.7;102.0;98.0;26.3;51.6;52.1;3.1;24.9;10.3;9.0;1.5;2.4;2.8;36.8;4.2;16-17;51-80;.637;24-66;.364;43-82;.524;76-149;.510;7.9;26-74;.351;1.6;6.2;13.6;;;;;;;;;;;;;
1630;30.97;-;Sr;05/out;Dominique Alexander;0;Chicago St.;WAC;21;Combo G;44.1;1.0;1.3;-2.3;-1.1;-1.2;98.1;113.9;19.1;42.9;49.9;4.1;11.0;19.6;22.7;1.2;0.2;2.6;36.2;3.3;0-0;20-43;.465;jun/25;.240;44-51;.863;26-68;.382;7.7;23-73;.315;2.4;3.4;7.9;;;;;;;;;;;;;
1631;30.98;-;Sr;06/set;John Fulkerson;52.6;Tennessee;SEC;33;C;51.2;2.4;2.9;4.7;1.7;3.0;113.5;88.4;18.3;52.0;56.7;9.8;14.7;12.5;16.4;1.3;5.0;1.1;47.5;3.7;14-14;59-96;.615;33-80;.412;62-84;.738;92-175;.526;0.2;0-2;.000;1.4;4.7;7.5;;;;;;;;;;;;;
1632;31.00;-;Sr;6-0;Alex Lomax;68.4;Memphis;Amer;28;Scoring PG;56.9;1.0;3.3;3.3;0.1;3.2;96.5;92.0;16.5;46.3;52.0;2.2;10.1;25.4;31.1;1.7;1.4;3.6;49.3;2.9;0-0;23-44;.523;24-59;.407;48-66;.727;47-103;.456;2.3;out/31;.323;4.1;3.1;6.1;;;;;;;;;;;;;
1633;31.00;-;Sr;06/jul;Marek Nelson;0;UT Rio Grande Valley;WAC;27;Wing G;60.1;1.9;1.8;1.0;0.4;0.6;105.7;107.1;20.0;51.7;56.6;3.3;13.6;15.2;16.8;1.1;2.8;3.2;45.8;5.6;26-28;53-80;.662;18-39;.462;69-92;.750;71-119;.597;6.4;22-82;.268;1.8;4.0;10.4;;;;;;;;;;;;;
1634;31.01;-;Sr;06/mai;Quenton Jackson;0;Texas A&M;SEC;39;Combo G;65.8;3.7;3.4;8.3;4.8;3.5;111.1;90.3;26.6;54.5;61.1;2.2;13.2;16.6;19.9;0.8;2.0;3.8;52.9;3.8;25-31;108-171;.632;32-81;.395;166-200;.830;140-252;.556;7.1;44-126;.349;2.0;3.5;14.8;;;;;;;;;;;;;
1635;31.01;-;Sr;06/abr;Dylan O'Hearn;0;NJIT;AE;25;Combo G;79.4;0.3;1.6;-5.4;-2.2;-3.1;91.3;114.7;20.2;45.7;49.8;2.2;8.0;9.8;18.4;0.7;0.7;0.5;32.7;1.9;0-0;27-72;.375;nov/41;.268;60-83;.723;38-113;.336;9.4;52-141;.369;1.6;3.2;11.8;;;;;;;;;;;;;
1636;31.02;-;Sr;06/abr;Javon Greene;0;South Florida;Amer;30;Combo G;72.7;0.4;3.5;1.1;-2.2;3.3;86.1;94.1;20.2;38.7;45.1;1.4;14.1;15.6;21.4;1.0;1.1;3.8;33.7;2.7;01/fev;18-48;.375;15-54;.278;69-85;.812;33-102;.324;10.1;43-150;.287;2.1;4.0;8.8;;;;;;;;;;;;;
1637;31.05;-;Sr;06/ago;Isaac Kante;27.8;LIU Brooklyn;NEC;29;Wing F;71.1;1.2;2.1;-3.8;-1.6;-2.2;98.6;106.1;21.5;53.9;55.3;9.5;18.1;6.7;21.1;0.4;1.1;1.3;34.9;3.2;05/jun;115-188;.612;24-60;.400;57-94;.606;139-248;.560;1.4;abr/21;.190;1.0;7.5;12.0;;;;;;;;;;;;;
1638;31.07;-;Sr;06/set;Nana Opoku;0;Mount St. Mary's;NEC;29;PF/C;75.5;2.0;2.7;1.4;0.5;0.9;111.2;101.6;18.3;58.5;58.9;10.0;14.8;6.5;16.4;0.6;5.8;1.6;29.6;3.4;38-40;86-133;.647;44-90;.489;40-68;.588;130-222;.586;0.6;03/ago;.375;0.9;6.3;10.8;;;;;;;;;;;;;
1639;31.07;-;So;06/jul;Lamar Wright;0;SIU Edwardsville;OVC;30;Wing F;54.6;0.3;1.7;-3.2;-3.5;0.2;94.4;105.6;17.6;49.0;52.3;7.3;10.6;6.0;22.2;0.4;4.9;1.8;51.3;5.4;04/abr;43-68;.632;23-66;.348;48-77;.623;66-134;.493;1.4;mai/16;.313;0.6;3.5;6.6;;;;;;;;;;;;;
1640;31.08;-;Sr;06/jul;Jordan Usher;79.4;Georgia Tech;ACC;31;Wing G;78.5;2.9;3.5;3.7;2.4;1.3;101.6;95.1;26.1;52.6;55.2;4.4;19.8;20.8;18.9;1.1;0.6;2.8;26.4;3.4;25-28;83-113;.735;52-140;.371;70-97;.722;135-253;.534;6.8;39-115;.339;2.9;6.5;14.8;;;;;;;;;;;;;
1641;31.11;-;Fr;06/ago;Thomas Howell;0;Louisiana Monroe;SB;27;C;58.0;1.7;1.2;-2.2;-0.6;-1.6;109.1;112.7;17.4;59.5;60.8;6.4;11.9;10.9;18.7;1.0;1.7;1.1;27.6;4.3;16-16;79-109;.725;20-56;.357;30-45;.667;97-163;.595;0.0;0-0;.000;1.3;4.0;8.3;;;;;;;;;;;;;
